woman_id,age,myth_injection_causes_infertility,myth_contraceptives_cause_health_problems,myth_contraceptives_harm_womb,myth_contraceptives_reduce_sexual_urge,myth_contraceptives_cause_cancer,myth_contraceptives_cause_deformed_babies,myth_contraceptives_are_dangerous
322,40.0,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
323,16.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
325,15.0,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree
326,17.0,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree
327,28.0,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree
328,42.0,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
329,46.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
330,49.0,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree
331,44.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree
332,26.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
333,17.0,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree
337,43.0,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree
338,41.0,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree
346,15.0,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree
347,30.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
348,25.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
349,34.0,Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree
351,22.0,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
352,18.0,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree
353,15.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
354,42.0,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree
355,16.0,,,,,,,
356,32.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
357,37.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
358,15.0,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree
359,30.0,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree
360,20.0,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
361,48.0,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree
362,32.0,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree
363,22.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
364,24.0,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree
365,15.0,,,,,,,
366,48.0,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree
367,20.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
368,20.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
369,35.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
370,15.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree
371,17.0,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree
372,32.0,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree
373,43.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
374,32.0,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree
375,19.0,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
376,41.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
377,21.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
378,46.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
379,25.0,Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree
380,19.0,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree
381,28.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
382,31.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
383,35.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
384,38.0,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree
385,45.0,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
386,18.0,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
388,25.0,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree
389,39.0,Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Agree
390,38.0,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree
391,18.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
392,20.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
393,15.0,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree
394,20.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
395,29.0,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree
396,47.0,Agree,Agree,Agree,Disagree,Agree,Agree,Agree
397,30.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree
398,40.0,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree
399,33.0,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree
400,16.0,,,,,,,
406,28.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
410,22.0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
414,28.0,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree
416,30.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
417,24.0,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
418,16.0,,,,,,,
419,17.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
420,18.0,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
421,41.0,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree
422,24.0,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree
423,22.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
424,21.0,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree
425,22.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
426,15.0,,,,,,,
427,23.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
428,21.0,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
429,44.0,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
430,21.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
431,27.0,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree
432,37.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
433,37.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
434,42.0,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree
435,30.0,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree
436,20.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
437,17.0,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree
438,30.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
439,18.0,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree
440,20.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
441,21.0,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree
442,30.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
443,25.0,Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree
445,32.0,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree
446,41.0,Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
447,46.0,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree
448,21.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
449,40.0,Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree
454,45.0,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree
456,47.0,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
457,37.0,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree
459,23.0,,,,,,,
462,31.0,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree
464,35.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
469,35.0,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree
471,46.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree
474,39.0,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
475,32.0,,,,,,,
476,31.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
477,22.0,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree
478,24.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree
479,26.0,Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree
480,37.0,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree
481,49.0,,,,,,,
482,22.0,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree
483,18.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
484,21.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
485,23.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
486,30.0,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree
487,18.0,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree
488,22.0,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree
490,23.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
491,38.0,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree
492,25.0,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree
493,48.0,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
494,16.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
497,16.0,,,,,,,
498,40.0,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree
499,17.0,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
500,48.0,Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree
501,25.0,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree
502,17.0,Strongly Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree
504,34.0,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree
505,17.0,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree
508,24.0,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
509,17.0,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
511,,,,,,,,
512,17.0,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree
513,24.0,,,,,,,
514,16.0,,,,,,,
515,34.0,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree
517,36.0,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree
518,15.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree
520,29.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree
521,37.0,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree
523,16.0,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
524,29.0,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree
525,47.0,,,,,,,
526,32.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree
530,36.0,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
531,24.0,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree
532,34.0,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree
537,35.0,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree
540,49.0,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree
542,46.0,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree
545,38.0,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
547,19.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree
549,16.0,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree
550,29.0,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree
551,42.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
553,44.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
554,19.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
555,47.0,Agree,Strongly Agree,Agree,,,Agree,Disagree
556,38.0,Agree,Disagree,Agree,Agree,Agree,Agree,Agree
557,48.0,,,,,,,
558,41.0,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree
559,,,,,,,,
563,35.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
564,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
565,15.0,,,,,,,
566,23.0,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree
567,48.0,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
568,35.0,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree
569,26.0,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
570,33.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
571,21.0,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree
573,30.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
574,21.0,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree
575,38.0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree
576,15.0,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree
577,30.0,Strongly Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree
578,24.0,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree
580,19.0,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree
582,17.0,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree
583,44.0,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree
584,17.0,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree
585,25.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
586,35.0,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
587,18.0,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree
588,49.0,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree
589,25.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree
590,42.0,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree
591,15.0,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree
592,22.0,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree
593,25.0,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree
594,31.0,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Disagree
595,26.0,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree
597,18.0,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree
598,32.0,Agree,Agree,Agree,,Agree,Agree,Disagree
600,20.0,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
602,20.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
603,24.0,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree
604,17.0,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree
605,23.0,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree
606,24.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
607,38.0,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree
608,23.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
610,25.0,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree
611,34.0,,,,,,,
613,23.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree
614,22.0,,,,,,,
617,28.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree
620,42.0,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree
624,23.0,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree
625,19.0,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree
626,43.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
627,30.0,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree
628,49.0,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree
629,37.0,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree
630,22.0,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree
631,18.0,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree
634,26.0,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
635,25.0,Agree,Agree,Agree,Agree,Disagree,Agree,Agree
636,19.0,,,,,,,
637,46.0,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree
638,40.0,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree
640,26.0,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree
645,24.0,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
646,22.0,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree
647,31.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree
648,20.0,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
649,48.0,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree
650,46.0,Disagree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree
653,48.0,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree
654,22.0,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree
656,15.0,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree
657,28.0,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree
659,32.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
661,40.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
662,17.0,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
665,33.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
667,26.0,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree
669,19.0,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree
670,40.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
672,37.0,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree
674,24.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
675,32.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree
676,41.0,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree
677,16.0,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree
678,33.0,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree
680,21.0,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree
681,34.0,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree
683,17.0,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
684,19.0,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
686,16.0,Strongly Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree
687,18.0,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
691,22.0,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree
692,37.0,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree
693,17.0,Agree,Agree,Agree,Agree,Disagree,Agree,Agree
694,30.0,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree
695,47.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
696,29.0,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree
697,34.0,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
698,26.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree
699,47.0,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree
700,23.0,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree
701,22.0,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree
702,15.0,,,,,,,
703,21.0,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree
704,23.0,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree
705,23.0,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree
707,40.0,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree
708,37.0,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree
710,35.0,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
711,28.0,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree
712,26.0,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree
713,44.0,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
715,32.0,Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Agree
716,20.0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
719,16.0,,,,,,,
720,23.0,Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree
721,19.0,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree
722,25.0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree
723,26.0,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree
724,21.0,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree
725,22.0,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
727,34.0,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
728,16.0,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree
729,45.0,,,,,,,
730,33.0,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree
731,19.0,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree
732,18.0,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree
733,24.0,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree
734,47.0,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree
735,16.0,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
737,27.0,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree
